travel_km,electricity,screen_time,waste,emission,food_encoded,transport
5202.0,5.951442857,16.0,6.0,1516.0,1,5
88.0,5.951442857,5.0,6.0,1769.0,1,7
6928.0,5.951442857,12.0,4.0,2310.0,1,5
1958.0,5.951442857,0.0,1.0,1432.0,0,5
487.0,5.951442857,19.0,5.0,1354.0,0,6
233.0,5.951442857,10.0,6.0,2305.0,0,6
5086.0,5.951442857,7.0,4.0,2120.0,0,5
31.0,5.951442857,3.0,5.0,975.0,0,5
44.0,5.951442857,10.0,2.0,1715.0,0,7
3.0,5.951442857,0.0,7.0,1888.0,0,7
5183.0,5.951442857,10.0,2.0,850.0,1,5
90.0,5.951442857,1.0,5.0,1787.0,0,6
596.0,5.951442857,23.0,2.0,2030.0,0,5
1921.0,5.951442857,20.0,6.0,1717.0,0,5
3696.0,5.951442857,11.0,4.0,2319.0,0,5
19.0,5.951442857,0.0,3.0,1573.0,0,7
1664.0,5.951442857,4.0,3.0,2308.0,0,6
8403.0,5.951442857,20.0,4.0,4136.0,1,5
72.0,5.951442857,14.0,2.0,981.0,1,7
7.0,5.951442857,0.0,4.0,2641.0,0,7
9635.0,5.951442857,7.0,3.0,3842.0,0,5
519.0,5.951442857,23.0,3.0,2665.0,0,6
13.0,5.951442857,3.0,1.0,973.0,1,7
1193.0,5.951442857,24.0,4.0,2806.0,0,6
62.0,5.951442857,15.0,7.0,1455.0,0,7
8855.0,5.951442857,21.0,2.0,2081.0,0,5
1834.0,5.951442857,18.0,1.0,2059.0,0,5
2853.0,5.951442857,3.0,7.0,2910.0,0,5
688.0,5.951442857,16.0,6.0,1440.0,1,6
430.0,5.951442857,15.0,6.0,1966.0,1,6
3030.0,5.951442857,24.0,2.0,1980.0,0,5
1595.0,5.951442857,2.0,4.0,1554.0,0,6
8.0,5.951442857,6.0,7.0,3246.0,0,7
7753.0,5.951442857,18.0,3.0,4924.0,0,5
210.0,5.951442857,24.0,2.0,1164.0,0,6
914.0,5.951442857,9.0,5.0,3006.0,0,6
92.0,5.951442857,21.0,5.0,2372.0,0,7
1851.0,5.951442857,19.0,1.0,1464.0,0,5
1554.0,5.951442857,13.0,3.0,3279.0,1,5
4359.0,5.951442857,1.0,2.0,3175.0,1,5
723.0,5.951442857,5.0,2.0,1377.0,0,5
2622.0,5.951442857,16.0,2.0,1770.0,1,5
703.0,5.951442857,18.0,5.0,2836.0,1,5
2.0,5.951442857,8.0,7.0,2493.0,0,7
61.0,5.951442857,6.0,2.0,1651.0,1,7
9198.0,5.951442857,19.0,1.0,2854.0,0,5
83.0,5.951442857,1.0,5.0,1966.0,1,7
9368.0,5.951442857,3.0,6.0,3718.0,0,5
987.0,5.951442857,2.0,3.0,1111.0,0,6
40.0,5.951442857,15.0,3.0,593.0,0,7
98.0,5.951442857,16.0,5.0,1713.0,1,7
8159.0,5.951442857,4.0,1.0,2773.0,0,5
5384.0,5.951442857,3.0,5.0,2566.0,0,5
818.0,5.951442857,3.0,3.0,1387.0,0,6
1242.0,5.951442857,18.0,7.0,2034.0,0,6
1545.0,5.951442857,11.0,3.0,2260.0,0,6
9076.0,5.951442857,19.0,7.0,804.0,0,5
6432.0,5.951442857,10.0,6.0,1612.0,1,5
78.0,5.951442857,16.0,7.0,1629.0,0,7
634.0,5.951442857,16.0,5.0,2764.0,0,6
8943.0,5.951442857,22.0,3.0,4025.0,0,5
545.0,5.951442857,17.0,1.0,2054.0,0,6
6487.0,5.951442857,20.0,2.0,4058.0,0,5
54.0,5.951442857,4.0,3.0,3025.0,0,7
48.0,5.951442857,10.0,2.0,1822.0,0,7
1848.0,5.951442857,16.0,5.0,1997.0,0,6
97.0,5.951442857,24.0,3.0,1320.0,0,7
19.0,5.951442857,0.0,6.0,1302.0,0,7
557.0,5.951442857,9.0,1.0,3185.0,0,6
6038.0,5.951442857,18.0,6.0,2629.0,0,5
7.0,5.951442857,9.0,5.0,2717.0,0,7
1500.0,5.951442857,3.0,4.0,2721.0,0,6
42.0,5.951442857,5.0,4.0,2639.0,0,7
664.0,5.951442857,8.0,6.0,1916.0,0,6
1394.0,5.951442857,4.0,6.0,2079.0,0,6
174.0,5.951442857,12.0,6.0,2446.0,0,6
48.0,5.951442857,17.0,7.0,2491.0,0,7
229.0,5.951442857,23.0,7.0,2637.0,0,6
4102.0,5.951442857,15.0,3.0,3661.0,0,5
5779.0,5.951442857,3.0,3.0,3023.0,0,5
1190.0,5.951442857,9.0,6.0,1204.0,0,6
1025.0,5.951442857,24.0,3.0,1792.0,0,6
8517.0,5.951442857,0.0,3.0,5031.0,0,5
22.0,5.951442857,9.0,2.0,1022.0,0,7
65.0,5.951442857,0.0,6.0,2116.0,0,6
4099.0,5.951442857,12.0,7.0,2538.0,0,5
1494.0,5.951442857,21.0,7.0,2404.0,0,6
390.0,5.951442857,17.0,7.0,2292.0,0,6
9925.0,5.951442857,14.0,1.0,5289.0,1,5
115.0,5.951442857,13.0,6.0,3217.0,0,6
577.0,5.951442857,5.0,7.0,1327.0,0,5
8682.0,5.951442857,2.0,6.0,6776.0,0,5
1902.0,5.951442857,1.0,6.0,1742.0,1,6
4246.0,5.951442857,4.0,4.0,3648.0,1,5
277.0,5.951442857,21.0,3.0,2718.0,0,6
53.0,5.951442857,16.0,5.0,1845.0,0,7
97.0,5.951442857,18.0,1.0,1953.0,0,7
95.0,5.951442857,21.0,4.0,1486.0,0,7
303.0,5.951442857,16.0,3.0,1284.0,0,6
64.0,5.951442857,21.0,3.0,1542.0,0,7
7413.0,5.951442857,11.0,4.0,4638.0,0,5
1966.0,5.951442857,11.0,6.0,1841.0,0,6
1024.0,5.951442857,18.0,2.0,2636.0,1,6
71.0,5.951442857,11.0,3.0,926.0,0,7
3777.0,5.951442857,20.0,6.0,4869.0,0,5
1680.0,5.951442857,3.0,5.0,1290.0,0,6
154.0,5.951442857,23.0,3.0,4149.0,0,6
118.0,5.951442857,1.0,5.0,2926.0,0,6
9942.0,5.951442857,11.0,3.0,5071.0,1,5
172.0,5.951442857,6.0,5.0,1898.0,0,6
5272.0,5.951442857,1.0,3.0,2192.0,0,5
1571.0,5.951442857,21.0,5.0,2428.0,0,6
8493.0,5.951442857,5.0,5.0,3957.0,1,5
1598.0,5.951442857,24.0,4.0,1710.0,0,6
2880.0,5.951442857,22.0,6.0,2282.0,0,5
52.0,5.951442857,10.0,6.0,3344.0,0,7
825.0,5.951442857,6.0,6.0,3411.0,0,6
1669.0,5.951442857,6.0,7.0,3675.0,0,5
9100.0,5.951442857,19.0,4.0,4262.0,1,5
91.0,5.951442857,17.0,1.0,1329.0,0,7
1974.0,5.951442857,21.0,3.0,2034.0,0,6
1958.0,5.951442857,7.0,4.0,2187.0,0,6
786.0,5.951442857,0.0,3.0,1514.0,1,6
1731.0,5.951442857,11.0,5.0,2405.0,0,6
838.0,5.951442857,11.0,1.0,2148.0,0,6
6039.0,5.951442857,19.0,1.0,2911.0,0,5
39.0,5.951442857,23.0,6.0,2544.0,0,7
2230.0,5.951442857,9.0,5.0,1223.0,0,5
6425.0,5.951442857,24.0,2.0,4681.0,0,5
64.0,5.951442857,7.0,2.0,1370.0,0,7
95.0,5.951442857,11.0,4.0,2437.0,0,7
32.0,5.951442857,1.0,1.0,1622.0,0,7
2060.0,5.951442857,1.0,5.0,2407.0,0,5
1110.0,5.951442857,13.0,7.0,2361.0,0,6
54.0,5.951442857,1.0,5.0,2258.0,0,7
439.0,5.951442857,18.0,2.0,2636.0,0,6
9.0,5.951442857,21.0,5.0,2268.0,1,7
60.0,5.951442857,5.0,4.0,958.0,0,7
1528.0,5.951442857,5.0,4.0,1774.0,0,6
1950.0,5.951442857,11.0,2.0,3213.0,0,6
500.0,5.951442857,6.0,2.0,2290.0,1,5
332.0,5.951442857,22.0,2.0,1707.0,0,6
7.0,5.951442857,17.0,5.0,1277.0,0,7
83.0,5.951442857,2.0,1.0,1306.0,0,7
227.0,5.951442857,12.0,6.0,1675.0,1,6
539.0,5.951442857,16.0,1.0,1877.0,1,6
9592.0,5.951442857,14.0,5.0,1794.0,1,5
464.0,5.951442857,11.0,3.0,1875.0,1,6
26.0,5.951442857,13.0,2.0,1988.0,1,7
1902.0,5.951442857,24.0,5.0,2352.0,0,6
81.0,5.951442857,21.0,1.0,1593.0,0,7
4923.0,5.951442857,11.0,3.0,2529.0,1,5
10.0,5.951442857,20.0,6.0,1395.0,0,7
8814.0,5.951442857,14.0,4.0,4064.0,0,5
1258.0,5.951442857,19.0,3.0,2198.0,0,5
28.0,5.951442857,14.0,1.0,1707.0,0,7
9516.0,5.951442857,10.0,4.0,4730.0,0,5
34.0,5.951442857,23.0,5.0,949.0,0,7
9532.0,5.951442857,10.0,3.0,5345.0,0,5
53.0,5.951442857,6.0,5.0,1570.0,0,7
214.0,5.951442857,12.0,3.0,2164.0,1,6
2977.0,5.951442857,0.0,5.0,2814.0,0,5
1990.0,5.951442857,10.0,2.0,1413.0,0,6
62.0,5.951442857,15.0,4.0,2920.0,0,7
662.0,5.951442857,24.0,6.0,2629.0,1,6
79.0,5.951442857,4.0,2.0,1464.0,0,7
2747.0,5.951442857,16.0,6.0,3961.0,1,5
627.0,5.951442857,1.0,2.0,2342.0,0,5
38.0,5.951442857,0.0,7.0,1443.0,0,7
95.0,5.951442857,3.0,1.0,1235.0,0,7
67.0,5.951442857,12.0,5.0,1155.0,0,7
3079.0,5.951442857,2.0,2.0,3202.0,1,5
810.0,5.951442857,23.0,7.0,3581.0,0,6
93.0,5.951442857,0.0,1.0,2483.0,0,7
5707.0,5.951442857,13.0,7.0,5075.0,1,5
36.0,5.951442857,8.0,7.0,1923.0,0,6
15.0,5.951442857,24.0,1.0,1449.0,1,7
66.0,5.951442857,8.0,5.0,1341.0,0,7
8414.0,5.951442857,20.0,6.0,4603.0,0,5
1520.0,5.951442857,5.0,4.0,2121.0,1,5
7446.0,5.951442857,21.0,6.0,2853.0,0,5
63.0,5.951442857,12.0,7.0,2839.0,0,7
311.0,5.951442857,18.0,1.0,2045.0,0,6
4938.0,5.951442857,7.0,1.0,3112.0,0,5
6003.0,5.951442857,21.0,2.0,3325.0,0,5
7934.0,5.951442857,7.0,3.0,1939.0,0,5
2084.0,5.951442857,3.0,5.0,2531.0,1,5
68.0,5.951442857,16.0,4.0,1190.0,1,7
1525.0,5.951442857,21.0,5.0,2781.0,0,5
4046.0,5.951442857,6.0,2.0,2124.0,0,5
15.0,5.951442857,17.0,7.0,2185.0,1,7
82.0,5.951442857,8.0,3.0,970.0,0,7
1079.0,5.951442857,4.0,7.0,2480.0,0,6
1086.0,5.951442857,24.0,7.0,2173.0,0,6
15.0,5.951442857,24.0,1.0,1826.0,0,7
58.0,5.951442857,2.0,5.0,2004.0,0,7
3655.0,5.951442857,2.0,2.0,2254.0,0,5
7.0,5.951442857,22.0,7.0,3248.0,1,6
8315.0,5.951442857,15.0,5.0,3448.0,1,5
12.0,5.951442857,10.0,3.0,2591.0,0,7
40.0,5.951442857,5.0,2.0,1219.0,0,7
21.0,5.951442857,12.0,5.0,3512.0,1,7
1118.0,5.951442857,7.0,1.0,1104.0,0,5
5487.0,5.951442857,15.0,4.0,1579.0,0,5
52.0,5.951442857,14.0,6.0,831.0,0,7
62.0,5.951442857,6.0,7.0,2309.0,0,7
1534.0,5.951442857,17.0,6.0,2165.0,0,6
1651.0,5.951442857,3.0,5.0,1363.0,0,6
2881.0,5.951442857,5.0,3.0,2766.0,0,5
1708.0,5.951442857,17.0,4.0,1899.0,1,5
6327.0,5.951442857,1.0,5.0,3301.0,0,5
923.0,5.951442857,19.0,2.0,2664.0,1,6
2679.0,5.951442857,4.0,5.0,1924.0,0,5
1862.0,5.951442857,1.0,5.0,1550.0,0,6
9661.0,5.951442857,5.0,2.0,4773.0,1,5
2131.0,5.951442857,22.0,1.0,2637.0,0,5
1848.0,5.951442857,23.0,5.0,2004.0,1,6
1084.0,5.951442857,8.0,4.0,3065.0,0,6
1337.0,5.951442857,7.0,5.0,1560.0,0,6
3909.0,5.951442857,17.0,3.0,4015.0,0,5
19.0,5.951442857,20.0,7.0,2807.0,0,7
76.0,5.951442857,18.0,1.0,2815.0,0,7
6305.0,5.951442857,0.0,3.0,2208.0,0,5
8163.0,5.951442857,1.0,4.0,3663.0,0,5
951.0,5.951442857,5.0,6.0,2503.0,0,6
184.0,5.951442857,20.0,3.0,1514.0,0,6
83.0,5.951442857,3.0,5.0,1638.0,1,7
3938.0,5.951442857,12.0,6.0,1602.0,0,5
6990.0,5.951442857,21.0,5.0,3625.0,0,5
3021.0,5.951442857,5.0,5.0,3589.0,0,5
1713.0,5.951442857,20.0,5.0,2052.0,1,5
32.0,5.951442857,23.0,3.0,2603.0,0,7
99.0,5.951442857,23.0,7.0,1872.0,0,7
25.0,5.951442857,22.0,5.0,1721.0,0,7
79.0,5.951442857,1.0,1.0,1262.0,0,7
79.0,5.951442857,23.0,5.0,1944.0,0,6
158.0,5.951442857,17.0,3.0,3049.0,1,6
1630.0,5.951442857,17.0,4.0,1317.0,0,6
7961.0,5.951442857,0.0,5.0,2644.0,0,5
1948.0,5.951442857,23.0,6.0,2548.0,1,6
762.0,5.951442857,18.0,5.0,1566.0,0,6
1557.0,5.951442857,1.0,6.0,1652.0,0,6
79.0,5.951442857,23.0,1.0,1124.0,0,7
46.0,5.951442857,0.0,2.0,1935.0,0,7
895.0,5.951442857,20.0,5.0,3478.0,1,6
7196.0,5.951442857,5.0,4.0,2999.0,0,5
11.0,5.951442857,3.0,6.0,2848.0,1,7
29.0,5.951442857,18.0,6.0,3206.0,0,7
9900.0,5.951442857,10.0,6.0,4923.0,0,5
46.0,5.951442857,18.0,6.0,1619.0,0,7
5530.0,5.951442857,7.0,6.0,2886.0,0,5
456.0,5.951442857,7.0,2.0,1272.0,1,6
90.0,5.951442857,13.0,6.0,2661.0,1,7
57.0,5.951442857,12.0,3.0,1344.0,0,7
87.0,5.951442857,15.0,3.0,1390.0,0,7
62.0,5.951442857,23.0,7.0,2453.0,0,7
1490.0,5.951442857,12.0,3.0,1840.0,0,6
5613.0,5.951442857,10.0,6.0,2220.0,0,5
15.0,5.951442857,5.0,1.0,2075.0,1,7
41.0,5.951442857,8.0,4.0,1959.0,0,7
39.0,5.951442857,2.0,6.0,2330.0,0,7
7894.0,5.951442857,11.0,3.0,1637.0,0,5
50.0,5.951442857,7.0,3.0,2582.0,1,7
44.0,5.951442857,18.0,6.0,1816.0,0,7
1418.0,5.951442857,5.0,4.0,3946.0,0,6
525.0,5.951442857,9.0,1.0,1433.0,0,6
37.0,5.951442857,22.0,4.0,1292.0,0,7
30.0,5.951442857,20.0,2.0,1155.0,1,7
1059.0,5.951442857,24.0,7.0,1579.0,0,6
5069.0,5.951442857,22.0,2.0,3348.0,1,5
9714.0,5.951442857,20.0,3.0,4362.0,0,5
4768.0,5.951442857,21.0,1.0,3556.0,0,5
5.0,5.951442857,22.0,2.0,2710.0,1,7
9913.0,5.951442857,21.0,7.0,4736.0,0,5
9757.0,5.951442857,16.0,3.0,4747.0,1,5
69.0,5.951442857,23.0,6.0,1384.0,0,7
3294.0,5.951442857,20.0,5.0,2213.0,1,5
492.0,5.951442857,7.0,5.0,2086.0,0,6
7379.0,5.951442857,19.0,2.0,1538.0,1,5
10.0,5.951442857,10.0,6.0,1062.0,0,7
9.0,5.951442857,22.0,2.0,1353.0,1,7
9.0,5.951442857,10.0,5.0,1162.0,1,7
520.0,5.951442857,16.0,5.0,2761.0,0,6
88.0,5.951442857,6.0,2.0,1074.0,0,7
650.0,5.951442857,9.0,5.0,2818.0,0,6
56.0,5.951442857,14.0,1.0,1283.0,1,7
431.0,5.951442857,23.0,6.0,2465.0,0,6
36.0,5.951442857,0.0,6.0,1691.0,0,7
639.0,5.951442857,1.0,7.0,2090.0,0,6
8026.0,5.951442857,13.0,6.0,5466.0,1,5
7116.0,5.951442857,3.0,1.0,2858.0,0,5
1505.0,5.951442857,5.0,4.0,1608.0,0,6
9565.0,5.951442857,9.0,7.0,2318.0,0,5
574.0,5.951442857,2.0,6.0,3192.0,0,6
9592.0,5.951442857,9.0,3.0,3592.0,0,5
91.0,5.951442857,22.0,5.0,2491.0,1,7
95.0,5.951442857,10.0,5.0,1627.0,0,7
60.0,5.951442857,21.0,6.0,1642.0,0,7
1758.0,5.951442857,2.0,3.0,1399.0,0,6
1343.0,5.951442857,5.0,4.0,2433.0,0,6
27.0,5.951442857,3.0,4.0,2748.0,1,7
77.0,5.951442857,14.0,2.0,2032.0,1,7
436.0,5.951442857,4.0,6.0,1899.0,0,6
548.0,5.951442857,16.0,6.0,3051.0,1,6
15.0,5.951442857,18.0,6.0,2108.0,1,7
7069.0,5.951442857,17.0,2.0,4605.0,0,5
68.0,5.951442857,13.0,2.0,1344.0,1,7
1939.0,5.951442857,7.0,2.0,1942.0,0,6
2000.0,5.951442857,11.0,1.0,1803.0,1,6
1772.0,5.951442857,15.0,7.0,1457.0,0,6
272.0,5.951442857,11.0,4.0,3080.0,1,6
4472.0,5.951442857,22.0,2.0,2658.0,0,5
8102.0,5.951442857,11.0,1.0,4135.0,0,5
363.0,5.951442857,17.0,7.0,2610.0,0,6
10.0,5.951442857,23.0,1.0,3065.0,1,7
2921.0,5.951442857,2.0,1.0,1354.0,0,5
692.0,5.951442857,17.0,1.0,2201.0,0,5
1578.0,5.951442857,18.0,5.0,1814.0,1,6
8228.0,5.951442857,10.0,1.0,2824.0,1,5
44.0,5.951442857,13.0,4.0,1884.0,1,6
3682.0,5.951442857,21.0,5.0,3900.0,0,5
480.0,5.951442857,17.0,2.0,1765.0,0,6
382.0,5.951442857,18.0,6.0,1728.0,0,6
8121.0,5.951442857,0.0,1.0,5221.0,0,5
99.0,5.951442857,4.0,4.0,933.0,0,7
20.0,5.951442857,2.0,1.0,2191.0,0,7
242.0,5.951442857,14.0,3.0,2711.0,1,6
1554.0,5.951442857,11.0,6.0,3128.0,0,6
138.0,5.951442857,4.0,5.0,2871.0,0,5
65.0,5.951442857,24.0,3.0,2871.0,0,7
511.0,5.951442857,5.0,5.0,1834.0,1,6
26.0,5.951442857,9.0,2.0,1208.0,1,7
1040.0,5.951442857,11.0,7.0,1580.0,1,6
5624.0,5.951442857,4.0,6.0,2018.0,0,5
556.0,5.951442857,22.0,7.0,1813.0,0,5
656.0,5.951442857,0.0,2.0,1620.0,0,6
1.0,5.951442857,5.0,7.0,4071.0,0,7
4476.0,5.951442857,24.0,2.0,3901.0,0,5
1073.0,5.951442857,24.0,1.0,986.0,0,6
13.0,5.951442857,22.0,4.0,2495.0,1,7
784.0,5.951442857,10.0,2.0,2672.0,1,6
17.0,5.951442857,13.0,3.0,1273.0,0,7
7.0,5.951442857,4.0,4.0,969.0,0,6
67.0,5.951442857,1.0,1.0,1223.0,0,7
4406.0,5.951442857,8.0,5.0,2547.0,0,5
822.0,5.951442857,19.0,1.0,1646.0,0,6
1332.0,5.951442857,11.0,3.0,740.0,1,6
1996.0,5.951442857,18.0,2.0,2404.0,0,6
9883.0,5.951442857,13.0,5.0,7531.0,0,5
48.0,5.951442857,18.0,6.0,1591.0,1,7
658.0,5.951442857,22.0,4.0,1294.0,0,6
360.0,5.951442857,19.0,6.0,3717.0,0,6
8422.0,5.951442857,12.0,6.0,3636.0,0,5
44.0,5.951442857,24.0,5.0,2179.0,1,7
47.0,5.951442857,8.0,6.0,1979.0,0,7
9939.0,5.951442857,0.0,3.0,3549.0,0,5
8279.0,5.951442857,24.0,4.0,3117.0,1,5
1572.0,5.951442857,23.0,4.0,1232.0,1,6
68.0,5.951442857,13.0,5.0,1178.0,0,7
69.0,5.951442857,1.0,5.0,1309.0,0,7
9868.0,5.951442857,18.0,3.0,5634.0,0,5
88.0,5.951442857,14.0,6.0,1090.0,1,7
1923.0,5.951442857,8.0,3.0,1608.0,1,6
11.0,5.951442857,17.0,2.0,1319.0,0,7
11.0,5.951442857,11.0,3.0,2087.0,0,7
88.0,5.951442857,24.0,6.0,981.0,0,7
8554.0,5.951442857,10.0,3.0,3694.0,1,5
1961.0,5.951442857,14.0,3.0,1939.0,0,6
47.0,5.951442857,17.0,5.0,1735.0,0,7
84.0,5.951442857,10.0,4.0,2661.0,0,7
1852.0,5.951442857,21.0,5.0,2019.0,0,6
9500.0,5.951442857,12.0,5.0,2435.0,1,5
3542.0,5.951442857,5.0,6.0,4117.0,0,5
16.0,5.951442857,23.0,1.0,905.0,0,7
804.0,5.951442857,15.0,4.0,1622.0,0,6
1883.0,5.951442857,3.0,3.0,3088.0,0,5
65.0,5.951442857,8.0,5.0,2982.0,1,7
540.0,5.951442857,4.0,1.0,1259.0,0,6
851.0,5.951442857,1.0,3.0,1208.0,0,6
36.0,5.951442857,3.0,2.0,1756.0,0,7
568.0,5.951442857,12.0,3.0,1253.0,0,6
792.0,5.951442857,22.0,2.0,1793.0,0,6
8119.0,5.951442857,10.0,3.0,4570.0,1,5
6674.0,5.951442857,15.0,2.0,1180.0,1,5
689.0,5.951442857,6.0,6.0,3318.0,1,6
375.0,5.951442857,12.0,5.0,1885.0,1,5
1265.0,5.951442857,13.0,6.0,2414.0,0,6
359.0,5.951442857,0.0,7.0,2519.0,1,6
498.0,5.951442857,1.0,2.0,1570.0,0,5
8.0,5.951442857,0.0,3.0,1847.0,0,7
77.0,5.951442857,1.0,3.0,2210.0,1,7
10.0,5.951442857,1.0,1.0,2090.0,0,7
1868.0,5.951442857,16.0,3.0,1004.0,0,6
437.0,5.951442857,20.0,6.0,2005.0,0,5
67.0,5.951442857,10.0,7.0,2696.0,0,7
1584.0,5.951442857,3.0,7.0,1834.0,0,6
1423.0,5.951442857,15.0,6.0,2801.0,1,6
17.0,5.951442857,11.0,7.0,2849.0,1,7
1947.0,5.951442857,4.0,1.0,1079.0,0,6
193.0,5.951442857,7.0,6.0,3357.0,1,6
24.0,5.951442857,19.0,1.0,3111.0,0,7
76.0,5.951442857,15.0,6.0,902.0,0,7
39.0,5.951442857,15.0,5.0,1292.0,0,7
13.0,5.951442857,15.0,7.0,1729.0,0,7
615.0,5.951442857,21.0,5.0,1461.0,1,6
5189.0,5.951442857,13.0,4.0,2326.0,0,5
1863.0,5.951442857,1.0,3.0,2121.0,0,6
8536.0,5.951442857,4.0,6.0,4038.0,0,5
1270.0,5.951442857,6.0,3.0,1789.0,0,5
1267.0,5.951442857,5.0,4.0,1836.0,0,6
2081.0,5.951442857,11.0,3.0,1674.0,0,5
94.0,5.951442857,21.0,2.0,2217.0,0,7
9616.0,5.951442857,0.0,3.0,4327.0,0,5
29.0,5.951442857,1.0,1.0,1123.0,0,7
97.0,5.951442857,9.0,4.0,1900.0,0,6
1621.0,5.951442857,10.0,1.0,1881.0,0,6
2845.0,5.951442857,4.0,4.0,4522.0,0,5
40.0,5.951442857,22.0,4.0,2909.0,0,7
16.0,5.951442857,19.0,2.0,968.0,0,7
427.0,5.951442857,19.0,6.0,1769.0,0,5
9681.0,5.951442857,13.0,2.0,2834.0,1,5
8152.0,5.951442857,20.0,3.0,3687.0,1,5
604.0,5.951442857,24.0,2.0,3550.0,0,6
4.0,5.951442857,9.0,6.0,1473.0,0,7
933.0,5.951442857,13.0,5.0,2264.0,0,5
2593.0,5.951442857,2.0,2.0,3338.0,0,5
1032.0,5.951442857,16.0,4.0,1883.0,0,6
98.0,5.951442857,23.0,6.0,1308.0,0,7
53.0,5.951442857,12.0,2.0,619.0,0,7
70.0,5.951442857,8.0,6.0,2537.0,0,7
705.0,5.951442857,18.0,3.0,1541.0,0,6
614.0,5.951442857,0.0,5.0,1237.0,0,6
1530.0,5.951442857,17.0,6.0,1941.0,0,6
75.0,5.951442857,10.0,5.0,1563.0,0,7
14.0,5.951442857,5.0,6.0,2806.0,0,7
72.0,5.951442857,15.0,7.0,1713.0,0,7
4.0,5.951442857,19.0,5.0,2159.0,1,7
88.0,5.951442857,19.0,1.0,1352.0,0,7
63.0,5.951442857,2.0,2.0,1231.0,0,7
680.0,5.951442857,5.0,7.0,3327.0,0,6
1444.0,5.951442857,11.0,1.0,1998.0,1,6
1787.0,5.951442857,5.0,2.0,984.0,0,6
520.0,5.951442857,6.0,2.0,921.0,0,6
8611.0,5.951442857,7.0,2.0,4757.0,1,5
5207.0,5.951442857,11.0,1.0,2515.0,0,5
4080.0,5.951442857,11.0,7.0,2171.0,0,5
9566.0,5.951442857,13.0,2.0,5033.0,0,5
87.0,5.951442857,17.0,5.0,2170.0,0,7
6729.0,5.951442857,0.0,6.0,2966.0,0,5
798.0,5.951442857,3.0,6.0,3074.0,0,6
1475.0,5.951442857,22.0,2.0,2121.0,0,6
1159.0,5.951442857,3.0,4.0,1394.0,0,6
1212.0,5.951442857,5.0,6.0,1425.0,0,6
595.0,5.951442857,6.0,7.0,2391.0,0,6
4922.0,5.951442857,13.0,2.0,798.0,0,5
3075.0,5.951442857,10.0,6.0,3122.0,0,5
6692.0,5.951442857,14.0,5.0,2361.0,0,5
80.0,5.951442857,20.0,1.0,837.0,0,7
400.0,5.951442857,19.0,3.0,1428.0,1,6
1564.0,5.951442857,15.0,5.0,3847.0,1,5
1001.0,5.951442857,13.0,6.0,2132.0,0,5
6082.0,5.951442857,13.0,1.0,1716.0,0,5
259.0,5.951442857,22.0,6.0,2569.0,0,6
81.0,5.951442857,23.0,6.0,1184.0,0,7
29.0,5.951442857,24.0,1.0,1888.0,0,7
1661.0,5.951442857,19.0,5.0,2379.0,0,6
87.0,5.951442857,16.0,7.0,2240.0,0,7
388.0,5.951442857,4.0,7.0,3236.0,0,6
0.0,5.951442857,14.0,4.0,1801.0,0,7
1432.0,5.951442857,15.0,6.0,2819.0,1,6
61.0,5.951442857,20.0,5.0,2206.0,0,7
7849.0,5.951442857,1.0,4.0,3022.0,1,5
38.0,5.951442857,9.0,5.0,1383.0,0,7
756.0,5.951442857,13.0,6.0,2231.0,0,6
7.0,5.951442857,9.0,3.0,1783.0,0,7
2764.0,5.951442857,0.0,7.0,3139.0,0,5
5737.0,5.951442857,17.0,6.0,1779.0,0,5
1935.0,5.951442857,23.0,4.0,1678.0,0,6
3876.0,5.951442857,15.0,5.0,3984.0,1,5
86.0,5.951442857,0.0,3.0,1886.0,1,7
3307.0,5.951442857,18.0,2.0,4040.0,0,5
88.0,5.951442857,17.0,2.0,1643.0,0,7
28.0,5.951442857,16.0,3.0,3573.0,1,7
14.0,5.951442857,12.0,6.0,1401.0,0,6
121.0,5.951442857,6.0,6.0,1679.0,0,6
159.0,5.951442857,20.0,6.0,4128.0,0,6
1826.0,5.951442857,17.0,1.0,1242.0,1,6
8729.0,5.951442857,4.0,6.0,4138.0,1,5
2.0,5.951442857,5.0,4.0,1613.0,1,7
1309.0,5.951442857,23.0,6.0,3543.0,0,6
5204.0,5.951442857,24.0,1.0,2116.0,0,5
70.0,5.951442857,11.0,7.0,1964.0,0,7
857.0,5.951442857,10.0,2.0,2611.0,0,6
8097.0,5.951442857,0.0,7.0,3586.0,0,5
7185.0,5.951442857,20.0,2.0,3244.0,0,5
849.0,5.951442857,9.0,6.0,1792.0,0,6
7429.0,5.951442857,6.0,4.0,5521.0,0,5
9460.0,5.951442857,15.0,1.0,3575.0,1,5
68.0,5.951442857,20.0,2.0,967.0,0,7
21.0,5.951442857,1.0,4.0,2343.0,0,7
1696.0,5.951442857,18.0,6.0,2830.0,0,6
7954.0,5.951442857,6.0,3.0,1616.0,0,5
69.0,5.951442857,16.0,7.0,3326.0,0,7
43.0,5.951442857,3.0,3.0,1743.0,0,7
866.0,5.951442857,16.0,7.0,1503.0,0,6
5438.0,5.951442857,19.0,6.0,2881.0,1,5
4915.0,5.951442857,6.0,7.0,4601.0,0,5
81.0,5.951442857,9.0,3.0,2522.0,0,7
73.0,5.951442857,12.0,3.0,826.0,0,7
